caseid,age,parents_divorced,parents_separated,ever_married,intention_to_marry,num_marriages,separate_or_divorce
18499,80,NA,NA,No,"No, Definitely not",0,0
18500,77,NA,NA,Yes,"NA",1,0
18501,49,NA,NA,No,"No, Definitely not",0,0
18502,24,23,21,No,"NA",0,1
18503,60,NA,NA,Yes,"NA",1,0
18504,28,NA,NA,Yes,"NA",1,1
18505,30,NA,NA,Yes,"NA",1,0
18506,65,NA,NA,Yes,"NA",1,0
18507,31,NA,22,No,"NA",0,0
18508,25,NA,NA,No,"NA",0,0
18509,30,NA,NA,No,Probably Not,0,0
18510,36,NA,NA,Yes,"NA",1,0
18511,72,NA,NA,Yes,"NA",2,2
18512,49,21,19,No,"NA",0,1
18513,26,NA,NA,No,Probably Not,0,0
18514,59,NA,NA,Yes,Definitely Yes,1,2
18515,80,NA,NA,Yes,"No, Definitely not",1,1
18516,40,NA,NA,No,"NA",0,0
18517,70,NA,NA,Yes,Probably Yes,1,1
18518,78,NA,NA,Yes,"NA",1,0
18519,59,NA,NA,Yes,"NA",3,2
18520,33,NA,NA,No,"NA",0,0
18521,30,NA,NA,No,"NA",0,0
18522,67,NA,NA,Yes,"NA",1,1
18523,72,NA,NA,Yes,"No, Definitely not",1,0
18524,75,NA,NA,Yes,"NA",1,0
18525,80,NA,NA,Yes,"No, Definitely not",1,0
18526,53,27,16,Yes,"NA",1,2
18527,22,21,19,No,"NA",0,0
18528,65,NA,NA,Yes,"NA",1,0
18529,61,NA,NA,Yes,"NA",1,0
18530,74,NA,NA,Yes,"No, Definitely not",1,1
18531,63,NA,NA,Yes,"No, Definitely not",1,0
18532,64,NA,NA,Yes,"NA",1,1
18533,73,NA,NA,Yes,"No, Definitely not",1,0
18534,42,NA,NA,Yes,"NA",1,0
18535,38,NA,NA,Yes,"NA",1,0
18536,57,7,6,Yes,"NA",1,0
18537,59,NA,NA,Yes,"NA",1,0
18538,78,NA,NA,Yes,"NA",1,0
18539,78,NA,NA,Yes,"No, Definitely not",1,0
18540,21,NA,NA,No,Probably Yes,0,1
18541,80,NA,NA,Yes,"NA",1,0
18542,28,NA,NA,No,"NA",0,0
18543,67,NA,NA,Yes,Unsure,1,0
18544,36,NA,NA,No,Probably Yes,0,1
18545,44,NA,NA,Yes,"NA",1,0
18546,70,NA,NA,Yes,"NA",2,1
18547,80,NA,NA,Yes,"No, Definitely not",1,0
18548,80,NA,NA,Yes,"NA",1,0
18549,76,NA,NA,Yes,"NA",1,0
18550,77,NA,NA,Yes,"NA",1,0
18551,65,NA,NA,Yes,"NA",1,0
18552,65,NA,NA,No,"NA",0,0
18553,53,NA,NA,Yes,"NA",2,1
18554,47,NA,NA,No,"No, Definitely not",0,0
18555,16,NA,NA,No,"NA",0,0
18556,19,NA,NA,No,"NA",0,0
18557,54,20,18,Yes,"No, Definitely not",1,1
18558,62,NA,NA,No,"No, Definitely not",0,2
18559,52,NA,NA,Yes,"No, Definitely not",1,1
18560,68,NA,NA,Yes,"NA",2,1
18561,28,NA,NA,No,Definitely Yes,0,0
18562,72,NA,NA,Yes,"NA",2,1
18563,39,NA,14,No,Probably Not,0,0
18564,64,NA,NA,No,"No, Definitely not",0,0
18565,26,NA,20,No,Probably Not,0,0
18566,75,NA,NA,Yes,"NA",1,1
18567,75,NA,NA,Yes,"No, Definitely not",1,1
18568,42,NA,27,Yes,Probably Yes,2,2
18569,24,10,4,No,"NA",0,0
18570,40,NA,NA,Yes,Probably Not,1,3
18571,36,20,17,Yes,"NA",1,0
18572,56,NA,NA,Yes,"NA",2,1
18573,21,NA,NA,No,"NA",0,0
18574,33,NA,NA,Yes,"NA",1,0
18575,66,NA,NA,No,Probably Not,0,0
18576,36,NA,NA,Yes,"NA",1,0
18577,19,11,9,No,"NA",0,0
18578,50,NA,NA,Yes,"NA",1,0
18579,70,NA,NA,Yes,"NA",1,0
18580,61,NA,NA,Yes,"No, Definitely not",2,2
18581,54,NA,NA,Yes,"NA",1,0
18582,57,NA,NA,Yes,"NA",1,0
18583,60,NA,NA,Yes,"NA",1,0
18584,70,NA,NA,Yes,"NA",1,0
18585,23,3,2,No,"NA",0,0
18586,70,NA,NA,Yes,"NA",1,0
18587,35,NA,NA,Yes,"NA",1,1
18588,73,NA,NA,Yes,"No, Definitely not",1,1
18589,52,NA,NA,No,"NA",0,1
18590,52,NA,NA,Yes,"No, Definitely not",1,0
18591,59,NA,NA,Yes,"NA",2,1
18592,80,NA,NA,Yes,Probably Not,1,1
18593,63,NA,NA,Yes,"NA",1,2
18594,52,NA,NA,Yes,"NA",1,0
18595,32,NA,NA,Yes,"NA",1,0
18596,45,NA,NA,No,"NA",0,0
18597,52,NA,NA,Yes,"NA",1,0
18598,20,NA,3,No,"NA",0,0
18599,72,NA,NA,Yes,Probably Not,1,1
18600,61,NA,NA,Yes,"NA",1,0
18601,35,NA,NA,No,"NA",0,0
18602,65,NA,26,Yes,"NA",2,2
18603,49,NA,NA,Yes,Unsure,1,1
18604,29,NA,NA,No,"NA",0,0
18605,80,NA,NA,Yes,"No, Definitely not",1,0
18606,59,26,24,Yes,"NA",2,1
18607,58,NA,NA,Yes,"NA",1,0
18608,64,NA,NA,Yes,"NA",1,0
18609,75,NA,NA,Yes,"NA",2,1
18610,59,NA,NA,Yes,"NA",1,1
18611,80,NA,NA,Yes,"NA",1,0
18612,37,NA,NA,Yes,"NA",1,1
18613,77,NA,NA,Yes,"No, Definitely not",1,0
18614,33,NA,NA,Yes,"NA",1,0
18615,65,NA,NA,Yes,"NA",1,0
18616,66,NA,NA,Yes,"NA",1,0
18617,56,NA,NA,No,Unsure,0,2
18618,63,NA,NA,Yes,"NA",2,1
18619,80,NA,NA,Yes,"No, Definitely not",2,1
18620,58,NA,NA,Yes,"NA",1,3
18621,41,3,NA,No,"NA",0,2
18622,34,NA,18,Yes,"NA",1,0
18623,53,NA,NA,Yes,"NA",2,1
18624,57,NA,4,Yes,"NA",2,2
18625,64,NA,NA,Yes,"No, Definitely not",1,1
18626,80,NA,NA,Yes,"NA",1,0
18627,63,NA,NA,Yes,"NA",2,1
18628,32,NA,NA,Yes,"NA",1,1
18629,77,NA,NA,Yes,"No, Definitely not",1,0
18630,54,NA,NA,No,"No, Definitely not",0,1
18631,34,NA,NA,Yes,"NA",1,0
18632,63,NA,NA,No,Unsure,0,0
18633,55,NA,NA,Yes,"NA",1,0
18634,76,NA,NA,Yes,"NA",1,0
18635,54,NA,NA,Yes,"NA",1,0
18636,41,NA,NA,No,Unsure,0,1
18637,60,NA,NA,No,Probably Yes,0,1
18638,79,NA,NA,Yes,Probably Not,1,0
18639,58,NA,NA,Yes,"NA",1,0
18640,60,NA,NA,Yes,"NA",1,1
18641,49,NA,NA,No,Probably Yes,0,0
18642,30,NA,NA,No,Unsure,0,0
18643,60,NA,NA,Yes,"NA",1,2
18644,66,NA,NA,Yes,"NA",1,0
18645,72,NA,NA,Yes,"NA",1,0
18646,74,NA,NA,Yes,"NA",1,0
18647,30,28,26,No,"NA",0,0
18648,58,NA,NA,Yes,"NA",1,0
18649,35,NA,NA,Yes,"NA",1,1
18650,80,NA,NA,Yes,"NA",1,0
18651,51,NA,NA,No,Unsure,0,3
18652,57,3,3,Yes,"NA",2,2
18653,36,NA,NA,Yes,"NA",2,1
18654,54,20,20,Yes,"NA",1,0
18655,79,NA,NA,Yes,Probably Not,1,0
18656,37,NA,NA,Yes,"NA",1,0
18657,21,15,15,No,"NA",0,0
18658,56,NA,NA,No,"No, Definitely not",0,0
18659,67,NA,NA,Yes,"NA",1,0
18660,25,NA,NA,No,"NA",0,0
18661,71,NA,NA,Yes,"NA",1,0
18662,35,NA,NA,No,"NA",0,0
18663,58,NA,NA,Yes,"NA",1,0
18664,41,NA,NA,No,"NA",0,0
18665,71,NA,NA,Yes,"NA",1,0
18666,25,NA,NA,No,"NA",0,1
18667,65,NA,6,Yes,"NA",3,2
18668,37,NA,NA,Yes,"NA",1,0
18669,62,NA,NA,Yes,Probably Not,1,1
18670,68,NA,NA,Yes,"NA",1,1
18671,45,NA,NA,Yes,"NA",1,0
18672,61,15,12,Yes,"NA",1,0
18673,53,NA,NA,Yes,"NA",1,0
18674,66,NA,NA,Yes,"No, Definitely not",1,1
18675,75,NA,NA,Yes,"No, Definitely not",1,0
18676,69,NA,NA,Yes,"No, Definitely not",2,3
18677,51,NA,NA,Yes,"No, Definitely not",1,1
18678,17,NA,NA,No,"NA",0,0
18679,38,NA,15,Yes,"NA",2,1
18680,80,NA,NA,Yes,"NA",1,0
18681,44,NA,NA,Yes,"NA",1,0
18682,72,NA,NA,Yes,"No, Definitely not",1,0
18683,73,NA,NA,Yes,"NA",1,0
18684,22,NA,NA,No,"NA",0,0
18685,49,NA,NA,No,Unsure,0,0
18686,32,NA,NA,Yes,"NA",1,0
18687,24,NA,NA,No,"NA",0,0
18688,29,NA,19,No,"NA",0,0
18689,41,NA,NA,No,"NA",0,1
18690,25,NA,NA,Yes,"NA",1,0
18691,50,NA,NA,Yes,"NA",1,0
18692,77,NA,NA,Yes,"NA",1,0
18693,51,NA,NA,Don't know,"NA",0,0
18694,18,2,1,No,"NA",0,0
18695,52,NA,NA,Yes,Unsure,1,1
18696,42,NA,NA,Yes,"NA",1,0
18697,74,NA,NA,Yes,"NA",1,1
18698,64,NA,NA,Yes,"No, Definitely not",1,1
18699,68,NA,NA,Yes,"NA",1,0
18700,57,NA,NA,Yes,"NA",2,1
18701,44,NA,NA,Yes,Probably Yes,1,2
18702,32,NA,NA,Yes,"NA",1,0
18703,61,29,24,Yes,"NA",1,0
18704,31,NA,NA,No,"NA",0,0
18705,63,NA,NA,Yes,"NA",1,0
18706,69,NA,NA,Yes,"No, Definitely not",1,1
18707,64,NA,NA,Yes,"NA",1,0
18708,50,NA,NA,Yes,"NA",2,1
18709,76,NA,NA,Yes,"NA",1,0
18710,43,NA,NA,Yes,"NA",1,0
18711,40,NA,NA,No,"NA",0,1
18712,65,NA,NA,Yes,"NA",4,3
18713,72,NA,NA,Yes,Unsure,1,0
18714,62,NA,NA,Yes,"No, Definitely not",1,4
18715,54,NA,NA,Yes,"NA",1,0
18716,17,NA,NA,No,"NA",0,0
18717,34,NA,4,No,"NA",0,0
18718,27,NA,NA,No,Probably Yes,0,0
18719,32,14,9,Yes,"NA",1,1
18720,52,NA,NA,No,"NA",0,0
18721,36,NA,NA,Yes,"NA",2,1
18722,48,NA,NA,Yes,"NA",1,1
18723,57,NA,NA,Yes,"NA",1,1
18724,76,NA,NA,Yes,"No, Definitely not",1,0
18725,30,NA,12,No,Unsure,0,0
18726,69,32,30,Yes,"NA",1,0
18727,80,NA,NA,Yes,"No, Definitely not",1,0
18728,77,NA,NA,Yes,"NA",1,0
18729,66,NA,NA,Yes,"NA",1,0
18730,80,NA,NA,Yes,"NA",1,0
18731,29,NA,NA,Yes,"NA",1,0
18732,28,NA,NA,Yes,"NA",1,0
18733,78,NA,NA,Yes,"No, Definitely not",1,0
18734,29,NA,NA,No,Definitely Yes,0,0
18735,59,NA,NA,Yes,"NA",1,0
18736,26,NA,NA,No,"NA",0,0
18737,30,NA,NA,Yes,"NA",1,0
18738,32,NA,NA,No,Unsure,0,0
18739,42,NA,NA,No,"No, Definitely not",0,3
18740,36,15,15,No,"NA",0,0
18741,28,NA,NA,Yes,"NA",1,0
18742,80,NA,NA,Yes,"No, Definitely not",1,0
18743,61,NA,NA,Yes,"NA",1,0
18744,30,NA,NA,Yes,"NA",1,0
18745,30,NA,NA,Yes,"NA",1,0
18746,54,NA,NA,Yes,"NA",1,0
18747,56,NA,NA,Yes,Probably Not,1,1
18748,68,NA,NA,Yes,Probably Not,1,0
18749,45,NA,NA,No,"NA",0,2
18750,24,16,15,No,Don't know,0,0
18751,70,NA,NA,Yes,"NA",1,0
18752,73,NA,NA,Yes,"NA",1,1
18753,57,NA,NA,Yes,"NA",1,0
18754,30,NA,NA,No,"NA",0,1
18755,57,NA,NA,No,"NA",0,0
18756,49,NA,NA,Yes,"NA",1,1
18757,72,NA,NA,Yes,"NA",1,0
18758,33,NA,NA,Yes,"NA",1,0
18759,65,NA,NA,Yes,"No, Definitely not",1,0
18760,28,NA,NA,Yes,"NA",1,0
18761,65,NA,NA,Yes,"NA",1,0
18762,36,NA,NA,Yes,"NA",1,0
18763,58,10,10,Yes,Probably Yes,1,1
18764,57,NA,NA,Yes,"NA",4,3
18765,75,NA,NA,Yes,"NA",1,0
18766,57,18,18,Yes,"No, Definitely not",1,1
18767,67,NA,NA,Yes,Probably Not,1,2
18768,63,NA,NA,Yes,"NA",1,0
18769,80,NA,NA,Yes,"No, Definitely not",1,0
18770,18,NA,NA,No,"NA",0,0
18771,56,NA,NA,Yes,Probably Not,1,1
18772,36,NA,NA,No,"No, Definitely not",0,0
18773,55,NA,NA,Yes,"NA",1,0
18774,22,22,19,No,Probably Yes,0,0
18775,61,NA,NA,Yes,"No, Definitely not",1,0
18776,62,NA,NA,Yes,"NA",1,1
18777,65,NA,NA,No,"NA",0,0
18778,80,NA,NA,Yes,Probably Not,1,0
18779,80,NA,NA,Yes,"No, Definitely not",3,0
18780,54,NA,NA,Yes,"NA",1,0
18781,80,NA,NA,Yes,"No, Definitely not",1,1
18782,45,24,24,Yes,"NA",1,0
18783,35,29,NA,No,Definitely Yes,0,0
18784,44,NA,5,No,"No, Definitely not",0,1
18785,34,NA,NA,No,Unsure,0,0
18786,63,22,21,Yes,"NA",2,2
18787,62,NA,NA,Yes,"NA",1,0
18788,30,13,11,No,"NA",0,0
18789,68,NA,NA,Yes,"NA",1,1
18790,67,NA,NA,Yes,"NA",1,0
18791,58,NA,NA,No,"No, Definitely not",0,0
18792,22,NA,3,No,Probably Not,0,0
18793,59,NA,NA,Yes,"NA",1,0
18794,76,NA,NA,Yes,"NA",1,1
18795,26,10,10,No,Probably Yes,0,1
18796,38,NA,NA,Yes,"NA",1,0
18797,76,NA,NA,Yes,"NA",2,1
18798,35,7,6,No,Unsure,0,3
18799,70,NA,NA,Yes,"NA",1,0
18800,40,24,23,Yes,"NA",1,0
18801,28,NA,0,No,Unsure,0,2
18802,49,NA,NA,No,Unsure,0,1
18803,65,28,NA,No,Probably Not,0,1
18804,48,NA,NA,Yes,"NA",1,0
18805,37,NA,NA,No,Probably Yes,0,0
18806,55,NA,NA,Yes,"NA",1,0
18807,42,NA,NA,Yes,"NA",2,1
18808,30,NA,6,No,"No, Definitely not",0,0
18809,36,NA,2,No,"NA",0,0
18810,33,NA,NA,Yes,"NA",1,0
18811,22,NA,NA,No,Definitely Yes,0,0
18812,68,NA,NA,Yes,"NA",1,0
18813,40,NA,NA,No,"NA",0,1
18814,44,NA,NA,Yes,"NA",1,0
18815,60,NA,NA,Yes,"NA",1,0
18816,61,NA,NA,No,"No, Definitely not",0,1
18817,71,NA,NA,Yes,"No, Definitely not",1,2
18818,36,NA,NA,Yes,"NA",1,0
18819,36,NA,NA,Yes,"NA",1,0
18820,54,NA,NA,Yes,Probably Not,1,1
18821,73,NA,NA,Yes,"No, Definitely not",1,1
18822,63,NA,NA,Yes,"NA",1,1
18823,71,NA,NA,Yes,"No, Definitely not",2,1
18824,69,35,35,Yes,"NA",1,0
18825,30,NA,NA,Yes,"NA",1,0
18826,35,16,10,Yes,"NA",1,2
18827,70,NA,NA,Yes,"NA",1,1
18828,37,NA,28,Yes,"NA",1,1
18829,53,NA,NA,Yes,"NA",1,1
18830,31,20,19,Yes,"NA",1,0
18831,52,NA,9,Yes,"NA",1,0
18832,70,NA,NA,Yes,"NA",1,0
18833,54,NA,NA,No,Definitely Yes,0,2
18834,56,NA,NA,Yes,"NA",1,1
18835,76,NA,NA,Yes,"NA",1,0
18836,55,NA,NA,No,Probably Not,0,0
18837,70,NA,NA,Yes,"No, Definitely not",1,0
18838,68,NA,NA,Yes,"NA",1,0
18839,40,4,4,No,Unsure,0,0
18840,74,NA,NA,Yes,"NA",1,0
18841,58,NA,NA,Yes,"NA",1,1
18842,67,NA,NA,Yes,"No, Definitely not",1,1
18843,68,NA,NA,Yes,"No, Definitely not",1,4
18844,60,NA,NA,Yes,"NA",1,0
18845,38,NA,NA,No,"NA",0,1
18846,35,NA,NA,Yes,"NA",1,0
18847,21,NA,NA,No,Definitely Yes,0,0
18848,80,NA,NA,Yes,"No, Definitely not",2,0
18849,66,NA,NA,Yes,"NA",2,1
18850,53,NA,NA,No,"NA",0,1
18851,40,10,10,No,"No, Definitely not",0,2
18852,29,NA,NA,Yes,"NA",1,0
18853,48,NA,NA,No,"NA",0,2
18854,75,NA,NA,Yes,"No, Definitely not",2,2
18855,80,NA,NA,Yes,"No, Definitely not",1,1
18856,44,24,20,Yes,"NA",1,0
18857,41,NA,NA,Yes,"NA",1,0
18858,66,NA,NA,Yes,"NA",1,0
18859,29,NA,NA,No,"No, Definitely not",0,0
18860,40,NA,NA,No,"No, Definitely not",0,0
18861,40,NA,NA,Yes,"NA",1,0
18862,50,NA,NA,Yes,"NA",1,0
18863,24,NA,NA,Yes,"NA",1,0
18864,41,NA,12,No,"NA",0,0
18865,69,NA,NA,Yes,"NA",1,0
18866,64,NA,3,Yes,"NA",2,1
18867,23,NA,NA,No,Unsure,0,0
18868,72,NA,NA,Yes,"NA",1,0
18869,55,NA,NA,Yes,"NA",1,0
18870,29,NA,NA,Yes,"NA",1,0
18871,68,NA,NA,Yes,"NA",1,0
18872,63,NA,NA,Yes,"NA",1,0
18873,38,NA,12,No,Unsure,0,0
18874,80,NA,NA,Yes,"No, Definitely not",1,0
18875,24,NA,NA,No,Unsure,0,0
18876,54,NA,NA,No,"NA",0,1
18877,44,NA,NA,No,"NA",0,1
18878,36,NA,NA,Yes,"NA",1,0
18879,62,NA,NA,Yes,"NA",2,1
18880,44,NA,NA,Yes,"NA",1,1
18881,20,NA,NA,No,"NA",0,0
18882,59,NA,NA,Yes,"NA",1,0
18883,67,NA,NA,Yes,"NA",1,0
18884,58,NA,NA,Yes,"NA",1,0
18885,62,NA,NA,Yes,"NA",2,1
18886,39,23,17,No,"NA",0,0
18887,27,NA,7,No,Probably Not,0,0
18888,50,NA,NA,No,Probably Yes,0,0
18889,37,NA,NA,No,"NA",0,0
18890,63,NA,NA,Yes,"NA",1,0
18891,55,NA,NA,No,Probably Yes,0,0
18892,30,NA,NA,Yes,"NA",1,0
18893,70,NA,NA,Yes,"NA",2,1
18894,77,NA,NA,Yes,"NA",1,0
18895,80,NA,NA,Yes,"No, Definitely not",1,0
18896,56,NA,7,Yes,"NA",1,0
18897,52,NA,NA,No,"NA",0,0
18898,23,NA,NA,No,"NA",0,1
18899,30,NA,NA,No,"No, Definitely not",0,0
18900,43,NA,3,Yes,"NA",2,1
18901,78,NA,NA,Yes,"NA",1,0
18902,59,NA,NA,Yes,"NA",1,0
18903,69,NA,NA,Yes,"NA",1,0
18904,67,NA,NA,Yes,"No, Definitely not",1,0
18905,27,NA,NA,No,"NA",0,0
18906,27,NA,NA,No,Probably Yes,0,0
18907,54,NA,NA,Yes,"NA",2,1
18908,43,NA,NA,Yes,"NA",1,0
18909,69,NA,NA,Yes,"No, Definitely not",1,1
18910,17,NA,NA,No,"NA",0,0
18911,22,5,4,No,"NA",0,0
18912,67,NA,NA,Yes,"NA",1,1
18913,52,NA,NA,No,"NA",0,2
18914,21,NA,NA,No,"NA",0,0
18915,37,NA,NA,Yes,"NA",1,0
18916,52,NA,NA,No,"NA",0,0
18917,47,NA,NA,Yes,"NA",1,2
18918,29,NA,NA,Yes,"NA",1,0
18919,56,NA,NA,Yes,"NA",1,2
18920,31,NA,NA,Yes,"NA",1,0
18921,55,NA,NA,Yes,"NA",1,0
18922,34,17,15,Yes,"NA",1,0
18923,80,NA,NA,Yes,"No, Definitely not",1,0
18924,72,NA,NA,Yes,"NA",1,0
18925,41,NA,NA,Yes,"NA",1,0
18926,66,NA,NA,Yes,Probably Not,1,0
18927,26,NA,NA,Yes,"NA",1,0
18928,80,NA,NA,Yes,"NA",1,0
18929,29,4,2,No,"NA",0,1
18930,45,NA,35,No,"No, Definitely not",0,0
18931,62,NA,NA,Yes,"NA",1,0
18932,40,NA,NA,Yes,"NA",1,0
18933,45,NA,NA,Yes,"NA",1,0
18934,23,NA,NA,No,Unsure,0,0
18935,41,NA,NA,Yes,"NA",1,0
18936,31,15,14,Yes,"NA",1,0
18937,78,NA,NA,Yes,"NA",1,0
18938,76,NA,NA,Yes,Probably Not,1,0
18939,31,NA,NA,Yes,"NA",1,1
18940,41,5,3,Yes,"NA",1,1
18941,41,NA,NA,Yes,"NA",1,2
18942,35,14,13,Yes,"NA",1,0
18943,62,NA,NA,Yes,"NA",1,0
18944,79,NA,NA,Yes,"No, Definitely not",1,0
18945,18,NA,NA,No,"NA",0,0
18946,59,NA,NA,No,"No, Definitely not",0,1
18947,36,NA,NA,Yes,"NA",1,1
18948,44,NA,NA,No,"NA",0,0
18949,36,NA,NA,No,"NA",0,1
18950,55,NA,NA,Yes,"NA",2,1
18951,47,NA,NA,Yes,"NA",1,0
18952,80,NA,NA,Yes,"No, Definitely not",1,0
18953,58,NA,NA,Yes,"No, Definitely not",1,0
18954,21,NA,NA,No,"NA",0,0
18955,55,NA,NA,Yes,Probably Not,1,2
18956,33,NA,NA,Yes,"NA",1,1
18957,76,NA,NA,Yes,"NA",1,0
18958,44,NA,NA,No,"NA",0,0
18959,56,9,8,Yes,"No, Definitely not",1,0
18960,78,NA,NA,Yes,"NA",1,1
18961,42,NA,NA,Yes,"NA",2,2
18962,77,NA,NA,Yes,"No, Definitely not",2,1
18963,24,NA,NA,No,"NA",0,0
18964,47,NA,5,No,"NA",0,0
18965,60,NA,NA,Yes,"NA",1,0
18966,53,NA,NA,Yes,"NA",1,0
18967,69,NA,NA,Yes,"NA",1,0
18968,74,NA,NA,Yes,"NA",1,0
18969,71,NA,NA,Yes,"No, Definitely not",1,0
18970,15,NA,NA,No,"NA",0,0
18971,75,NA,NA,Yes,"No, Definitely not",1,1
18972,23,NA,NA,No,Probably Yes,0,0
18973,39,28,27,Yes,"NA",1,2
18974,39,NA,NA,Yes,"NA",1,0
18975,26,NA,NA,Yes,"NA",1,1
18976,39,34,0,Yes,"NA",1,0
18977,45,15,14,No,"NA",0,2
18978,63,NA,NA,No,Probably Not,0,0
18979,44,NA,NA,Yes,"NA",1,0
18980,61,NA,NA,Yes,"NA",1,0
18981,59,NA,NA,Yes,"NA",1,1
18982,24,NA,NA,No,Probably Yes,0,0
18983,34,NA,NA,No,"NA",0,0
18984,57,NA,NA,Yes,"NA",1,1
18985,71,NA,NA,Yes,"NA",1,0
18986,78,NA,NA,Yes,"No, Definitely not",1,1
18987,49,NA,NA,No,"NA",0,1
18988,66,NA,NA,No,"No, Definitely not",0,0
18989,57,NA,NA,No,Probably Yes,0,0
18990,60,NA,NA,Yes,"NA",1,0
18991,76,NA,8,Yes,"NA",1,0
18992,29,1,NA,Yes,"NA",1,1
18993,38,NA,NA,Yes,"NA",1,0
18994,61,NA,15,Yes,"NA",1,1
18995,23,NA,NA,No,Definitely Yes,0,0
18996,67,NA,NA,Yes,"NA",2,3
18997,16,NA,NA,No,"NA",0,0
18998,61,NA,NA,Yes,"NA",1,0
18999,59,NA,NA,Yes,"NA",1,0
19000,51,9,8,No,Probably Not,0,0
19001,61,NA,NA,Yes,Probably Not,1,1
19002,64,NA,NA,Yes,"NA",1,0
19003,71,NA,NA,Yes,"No, Definitely not",1,0
19004,29,NA,NA,No,Probably Not,0,0
19005,53,NA,19,Yes,"NA",1,1
19006,35,NA,NA,No,Probably Yes,0,1
19007,69,NA,NA,No,"No, Definitely not",0,0
19008,36,NA,NA,No,"NA",0,1
19009,52,NA,NA,Yes,"NA",1,0
19010,46,NA,NA,Yes,"NA",1,1
19011,43,NA,NA,Yes,"NA",1,0
19012,32,NA,NA,Yes,"NA",1,1
19013,34,NA,NA,No,Probably Not,0,1
19014,29,NA,NA,No,"NA",0,0
19015,53,NA,NA,No,"No, Definitely not",0,3
19016,80,NA,NA,Yes,"NA",3,1
19017,69,NA,NA,Yes,"NA",1,0
19018,61,NA,NA,Yes,Probably Not,1,0
19019,56,NA,7,No,"NA",0,0
19020,53,NA,NA,Yes,"NA",1,0
19021,43,NA,NA,No,"NA",0,1
19022,37,NA,12,Yes,"NA",1,0
19023,31,NA,NA,No,Probably Yes,0,0
19024,80,NA,NA,Yes,"No, Definitely not",1,0
19025,78,NA,NA,Yes,"NA",1,0
19026,69,NA,NA,Yes,"NA",2,1
19027,80,NA,NA,Yes,"No, Definitely not",1,0
19028,50,NA,NA,Yes,"NA",1,0
19029,38,NA,NA,Yes,"NA",1,2
19030,39,NA,NA,Yes,"NA",1,0
19031,58,NA,17,Yes,Unsure,2,2
19032,31,NA,NA,Yes,Unsure,1,1
19033,35,19,17,No,"NA",0,1
19034,43,NA,NA,Yes,"NA",1,1
19035,23,NA,NA,No,Unsure,0,0
19036,48,NA,NA,Yes,"NA",1,0
19037,45,NA,NA,Yes,"NA",1,1
19038,36,NA,NA,No,Unsure,0,0
19039,63,NA,NA,Yes,"NA",1,0
19040,80,NA,NA,Yes,"NA",1,2
19041,42,NA,NA,Yes,"NA",1,2
19042,27,NA,NA,No,Probably Not,0,0
19043,42,NA,NA,Yes,Probably Not,1,2
19044,80,NA,NA,Yes,"NA",1,0
19045,61,11,7,No,Unsure,0,1
19046,50,NA,NA,Yes,"NA",1,0
19047,62,NA,9,Yes,Probably Not,1,2
19048,31,NA,NA,No,"NA",0,1
19049,26,NA,10,No,Probably Yes,0,0
19050,42,NA,NA,Yes,"NA",1,1
19051,31,19,18,No,Probably Yes,0,1
19052,72,NA,NA,Yes,Probably Not,1,0
19053,63,NA,NA,Yes,"NA",2,2
19054,52,NA,NA,Yes,"NA",1,0
19055,28,NA,NA,No,"NA",0,2
19056,67,NA,NA,Yes,"No, Definitely not",1,0
19057,80,NA,NA,Yes,"No, Definitely not",1,1
19058,31,NA,NA,No,"NA",0,0
19059,69,NA,NA,No,"No, Definitely not",0,0
19060,64,NA,NA,Yes,"NA",2,1
19061,63,20,13,No,"No, Definitely not",0,0
19062,59,NA,NA,Yes,Don't know,1,1
19063,80,NA,NA,Yes,"NA",1,0
19064,32,NA,NA,Yes,"NA",2,2
19065,27,NA,NA,No,"NA",0,0
19066,28,NA,NA,No,"NA",0,1
19067,65,NA,NA,Yes,"NA",2,1
19068,57,NA,NA,Yes,"No, Definitely not",2,3
19069,65,NA,NA,No,"No, Definitely not",0,0
19070,80,NA,NA,Yes,"No, Definitely not",1,0
19071,58,NA,NA,Yes,"NA",1,2
19072,66,NA,NA,Yes,"NA",1,0
19073,55,NA,NA,Yes,"NA",1,0
19074,28,NA,NA,Yes,"NA",1,0
19075,28,NA,NA,No,Definitely Yes,0,1
19076,62,NA,NA,Yes,"NA",1,0
19077,66,NA,NA,Yes,"NA",2,1
19078,41,NA,NA,Yes,"NA",1,0
19079,26,15,12,No,Unsure,0,0
19080,68,NA,NA,Yes,Probably Not,1,0
19081,23,NA,NA,No,Definitely Yes,0,0
19082,80,NA,15,Yes,Unsure,1,0
19083,78,NA,NA,Yes,"NA",1,0
19084,24,NA,14,No,Probably Not,0,0
19085,72,NA,NA,Yes,Unsure,1,0
19086,52,NA,NA,Yes,"NA",1,0
19087,80,NA,NA,Yes,"No, Definitely not",1,0
19088,21,NA,NA,No,Probably Yes,0,0
19089,61,NA,NA,Yes,"NA",1,0
19090,43,35,12,Yes,Definitely Yes,1,1
19091,31,NA,NA,Yes,"NA",1,0
19092,51,NA,NA,Yes,"NA",1,0
19093,74,NA,NA,Yes,"No, Definitely not",1,0
19094,57,NA,NA,Yes,"NA",1,0
19095,30,NA,NA,No,"NA",0,0
19096,29,NA,NA,Yes,"NA",1,1
19097,65,NA,NA,Yes,Probably Not,1,1
